variables="x","C<sub>f<\sub>"
zone, t="CFL3D"
  1.000000050000000E-003  1.553966380000000E-002
  2.001968450000000E-003  6.429203790000000E-003
  3.005924400000000E-003  5.802731500000000E-003
  4.011887590000000E-003  5.511601920000000E-003
  5.019877570000000E-003  5.329249890000000E-003
  6.029913670000000E-003  5.205283410000000E-003
  7.042016370000000E-003  5.112470590000000E-003
  8.056204770000000E-003  5.039676560000000E-003
  9.072500280000000E-003  4.980175290000000E-003
  1.009092200000000E-002  4.930062690000000E-003
  1.111149140000000E-002  4.886687270000000E-003
  1.213422790000000E-002  4.848265550000000E-003
  1.315915210000000E-002  4.813555630000000E-003
  1.418628640000000E-002  4.781695550000000E-003
  1.521565020000000E-002  4.752081820000000E-003
  1.624726500000000E-002  4.724281370000000E-003
  1.728115420000000E-002  4.697978960000000E-003
  1.831733440000000E-002  4.672940350000000E-003
  1.935583350000000E-002  4.648986270000000E-003
  2.039666850000000E-002  4.625979810000000E-003
  2.143986150000000E-002  4.603813870000000E-003
  2.248543690000000E-002  4.582402760000000E-003
  2.353341690000000E-002  4.561676640000000E-003
  2.458382210000000E-002  4.541578700000000E-003
  2.563667670000000E-002  4.522058650000000E-003
  2.669200110000000E-002  4.503075500000000E-003
  2.774982150000000E-002  4.484592470000000E-003
  2.881015840000000E-002  4.466578360000000E-003
  2.987303580000000E-002  4.449005240000000E-003
  3.093848000000000E-002  4.431848410000000E-003
  3.200650960000000E-002  4.415085540000000E-003
  3.307715060000000E-002  4.398696590000000E-003
  3.415042910000000E-002  4.382663410000000E-003
  3.522636740000000E-002  4.366969220000000E-003
  3.630498800000000E-002  4.351599140000000E-003
  3.738632050000000E-002  4.336538720000000E-003
  3.847038750000000E-002  4.321775860000000E-003
  3.955721110000000E-002  4.307297990000000E-003
  4.064681750000000E-002  4.293094850000000E-003
  4.173923660000000E-002  4.279155750000000E-003
  4.283448680000000E-002  4.265470900000000E-003
  4.393260180000000E-002  4.252031910000000E-003
  4.503360020000000E-002  4.238829950000000E-003
  4.613751550000000E-002  4.225856620000000E-003
  4.724436630000000E-002  4.213104960000000E-003
  4.835418610000000E-002  4.200567030000000E-003
  4.946699740000000E-002  4.188236780000000E-003
  5.058282990000000E-002  4.176107240000000E-003
  5.170170960000000E-002  4.164171870000000E-003
  5.282366650000000E-002  4.152425560000000E-003
  5.394872280000000E-002  4.140861800000000E-003
  5.507691580000000E-002  4.129475910000000E-003
  5.620826410000000E-002  4.118262790000000E-003
  5.734280120000000E-002  4.107216840000000E-003
  5.848055330000000E-002  4.096333870000000E-003
  5.962155390000000E-002  4.085609690000000E-003
  6.076582890000000E-002  4.075039180000000E-003
  6.191340830000000E-002  4.064618610000000E-003
  6.306432190000000E-002  4.054343790000000E-003
  6.421860309999999E-002  4.044211470000000E-003
  6.537627430000000E-002  4.034216980000000E-003
  6.653737279999999E-002  4.024357530000000E-003
  6.770192830000001E-002  4.014629400000000E-003
  6.886997820000000E-002  4.005029330000000E-003
  7.004153730000000E-002  3.995554060000000E-003
  7.121665030000000E-002  3.986200320000000E-003
  7.239534709999999E-002  3.976965790000000E-003
  7.357765730000000E-002  3.967846740000000E-003
  7.476361840000000E-002  3.958841320000000E-003
  7.595326010000000E-002  3.949945790000000E-003
  7.714661210000000E-002  3.941158300000000E-003
  7.834371919999999E-002  3.932476510000000E-003
  7.954459640000000E-002  3.923897170000000E-003
  8.074929570000000E-002  3.915418410000000E-003
  8.195784690000001E-002  3.907038360000000E-003
  8.317027990000000E-002  3.898753780000000E-003
  8.438663180000000E-002  3.890563270000000E-003
  8.560694010000000E-002  3.882464490000000E-003
  8.683124180000000E-002  3.874455580000000E-003
  8.805956690000000E-002  3.866534450000000E-003
  8.929195260000000E-002  3.858699230000000E-003
  9.052844350000000E-002  3.850948070000000E-003
  9.176907690000000E-002  3.843279090000000E-003
  9.301388260000000E-002  3.835690670000000E-003
  9.426289800000000E-002  3.828180950000000E-003
  9.551616759999999E-002  3.820748530000000E-003
  9.677372130000000E-002  3.813391550000000E-003
  9.803561120000000E-002  3.806108610000000E-003
  9.930186720000000E-002  3.798898080000000E-003
  0.100572534000000       3.791758560000000E-003
  0.101847649000000       3.784688660000000E-003
  0.103127249000000       3.777686970000000E-003
  0.104411386000000       3.770751880000000E-003
  0.105700091000000       3.763882210000000E-003
  0.106993407000000       3.757076800000000E-003
  0.108291380000000       3.750334490000000E-003
  0.109594055000000       3.743653650000000E-003
  0.110901475000000       3.737033110000000E-003
  0.112213671000000       3.730472180000000E-003
  0.113530703000000       3.723969220000000E-003
  0.114852607000000       3.717523530000000E-003
  0.116179429000000       3.711133730000000E-003
  0.117511220000000       3.704798870000000E-003
  0.118848018000000       3.698517800000000E-003
  0.120189868000000       3.692289580000000E-003
  0.121536829000000       3.686113520000000E-003
  0.122888938000000       3.679988210000000E-003
  0.124246247000000       3.673912960000000E-003
  0.125608802000000       3.667886600000000E-003
  0.126976654000000       3.661908670000000E-003
  0.128349841000000       3.655978010000000E-003
  0.129728436000000       3.650093920000000E-003
  0.131112471000000       3.644255220000000E-003
  0.132502005000000       3.638461700000000E-003
  0.133897096000000       3.632711950000000E-003
  0.135297775000000       3.627005500000000E-003
  0.136704117000000       3.621341430000000E-003
  0.138116151000000       3.615719270000000E-003
  0.139533952000000       3.610138080000000E-003
  0.140957579000000       3.604596950000000E-003
  0.142387062000000       3.599095620000000E-003
  0.143822476000000       3.593633180000000E-003
  0.145263880000000       3.588209160000000E-003
  0.146711320000000       3.582822390000000E-003
  0.148164853000000       3.577472870000000E-003
  0.149624541000000       3.572159450000000E-003
  0.151090443000000       3.566881870000000E-003
  0.152562618000000       3.561639230000000E-003
  0.154041126000000       3.556431270000000E-003
  0.155526027000000       3.551257310000000E-003
  0.157017380000000       3.546116410000000E-003
  0.158515260000000       3.541008570000000E-003
  0.160019726000000       3.535932860000000E-003
  0.161530837000000       3.530888820000000E-003
  0.163048655000000       3.525876210000000E-003
  0.164573237000000       3.520894100000000E-003
  0.166104674000000       3.515942260000000E-003
  0.167643011000000       3.511020220000000E-003
  0.169188336000000       3.506127050000000E-003
  0.170740694000000       3.501262980000000E-003
  0.172300175000000       3.496426860000000E-003
  0.173866838000000       3.491618670000000E-003
  0.175440744000000       3.486837960000000E-003
  0.177021995000000       3.482084020000000E-003
  0.178610638000000       3.477356630000000E-003
  0.180206746000000       3.472655310000000E-003
  0.181810409000000       3.467979610000000E-003
  0.183421686000000       3.463329050000000E-003
  0.185040668000000       3.458703400000000E-003
  0.186667427000000       3.454102200000000E-003
  0.188302055000000       3.449524990000000E-003
  0.189944595000000       3.444971280000000E-003
  0.191595152000000       3.440441100000000E-003
  0.193253815000000       3.435933730000000E-003
  0.194920644000000       3.431448710000000E-003
  0.196595743000000       3.426986050000000E-003
  0.198279172000000       3.422545270000000E-003
  0.199971035000000       3.418125910000000E-003
  0.201671422000000       3.413727740000000E-003
  0.203380406000000       3.409350290000000E-003
  0.205098078000000       3.404993330000000E-003
  0.206824541000000       3.400656630000000E-003
  0.208559871000000       3.396339710000000E-003
  0.210304171000000       3.392042360000000E-003
  0.212057531000000       3.387764100000000E-003
  0.213820040000000       3.383504930000000E-003
  0.215591788000000       3.379264150000000E-003
  0.217372894000000       3.375041760000000E-003
  0.219163433000000       3.370837310000000E-003
  0.220963523000000       3.366650780000000E-003
  0.222773254000000       3.362481720000000E-003
  0.224592730000000       3.358329650000000E-003
  0.226422057000000       3.354194570000000E-003
  0.228261337000000       3.350076030000000E-003
  0.230110675000000       3.345974020000000E-003
  0.231970191000000       3.341888080000000E-003
  0.233839974000000       3.337817970000000E-003
  0.235720143000000       3.333763450000000E-003
  0.237610832000000       3.329724070000000E-003
  0.239512116000000       3.325700060000000E-003
